2024-10-14 14:09:12,475 - INFO - Starting Price Differential Analysis
2024-10-14 14:09:12,483 - INFO - Loaded 17816 records from the JSON file
2024-10-14 14:37:03,254 - DEBUG - Returning analysis result for aden, al dhale'e, rice (imported)
2024-10-14 14:37:03,254 - DEBUG - Found 47 common dates for aden and al dhale'e on salt
2024-10-14 14:37:03,254 - DEBUG - Calculated distance: 0.9617646844721102
2024-10-14 14:37:03,254 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,254 - DEBUG - Returning analysis result for aden, al dhale'e, beans (white)
2024-10-14 14:37:03,254 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,254 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,254 - DEBUG - Found 47 common dates for aden and al dhale'e on eggs
2024-10-14 14:37:03,254 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,254 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,254 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,254 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,254 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,255 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,255 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,255 - DEBUG - Pearson correlation between conflict intensities: 0.5589560403426425
2024-10-14 14:37:03,255 - DEBUG - Calculated distance: 2.883925272877344
2024-10-14 14:37:03,255 - DEBUG - Returning analysis result for aden, al hudaydah, tomatoes
2024-10-14 14:37:03,255 - DEBUG - Found 47 common dates for aden and al hudaydah on wheat
2024-10-14 14:37:03,255 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,255 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,255 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,255 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,255 - DEBUG - Pearson correlation between conflict intensities: 0.5589560403426425
2024-10-14 14:37:03,256 - DEBUG - Calculated distance: 2.883925272877344
2024-10-14 14:37:03,256 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,256 - DEBUG - Returning analysis result for aden, al hudaydah, lentils
2024-10-14 14:37:03,256 - DEBUG - Found 46 common dates for aden and al hudaydah on milling cost (wheat)
2024-10-14 14:37:03,256 - DEBUG - Price_i length: 46, Price_j length: 46
2024-10-14 14:37:03,256 - DEBUG - Calculated valid price differentials: 46 pairs
2024-10-14 14:37:03,256 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,256 - DEBUG - Pearson correlation between conflict intensities: 0.38954462558783226
2024-10-14 14:37:03,256 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,256 - DEBUG - Calculated distance: 0.9617646844721102
2024-10-14 14:37:03,257 - DEBUG - Returning analysis result for aden, al dhale'e, salt
2024-10-14 14:37:03,257 - DEBUG - Found 47 common dates for aden and al dhale'e on sugar
2024-10-14 14:37:03,257 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,257 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,257 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,257 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,258 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,259 - DEBUG - Pearson correlation between conflict intensities: 0.5589560403426425
2024-10-14 14:37:03,260 - DEBUG - Calculated distance: 2.883925272877344
2024-10-14 14:37:03,260 - DEBUG - Returning analysis result for aden, al hudaydah, wheat
2024-10-14 14:37:03,260 - DEBUG - Found 47 common dates for aden and al hudaydah on wheat flour
2024-10-14 14:37:03,260 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,260 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,260 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,260 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,260 - DEBUG - Conflict_base length: 46, Conflict_other length: 46
2024-10-14 14:37:03,260 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,261 - DEBUG - Pearson correlation between conflict intensities: 0.38954462558783226
2024-10-14 14:37:03,261 - DEBUG - Calculated distance: 0.9617646844721102
2024-10-14 14:37:03,261 - DEBUG - Returning analysis result for aden, al dhale'e, sugar
2024-10-14 14:37:03,261 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,261 - DEBUG - Found 47 common dates for aden and al dhale'e on tomatoes
2024-10-14 14:37:03,261 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,261 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,261 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,261 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,261 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,262 - DEBUG - Pearson correlation between conflict intensities: 0.38954462558783226
2024-10-14 14:37:03,262 - DEBUG - Calculated distance: 0.9617646844721102
2024-10-14 14:37:03,262 - DEBUG - Returning analysis result for aden, al dhale'e, eggs
2024-10-14 14:37:03,262 - DEBUG - Pearson correlation between conflict intensities: 0.5589560403426425
2024-10-14 14:37:03,262 - DEBUG - Found 47 common dates for aden and al dhale'e on exchange rate (unofficial)
2024-10-14 14:37:03,262 - DEBUG - Calculated distance: 2.883925272877344
2024-10-14 14:37:03,262 - DEBUG - Returning analysis result for aden, al hudaydah, wheat flour
2024-10-14 14:37:03,262 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,262 - DEBUG - Found 44 common dates for aden and al jawf on beans (kidney red)
2024-10-14 14:37:03,262 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,262 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,262 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,262 - DEBUG - Price_i length: 44, Price_j length: 44
2024-10-14 14:37:03,263 - DEBUG - Calculated valid price differentials: 44 pairs
2024-10-14 14:37:03,263 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,263 - DEBUG - Found 47 common dates for aden and al jawf on wheat
2024-10-14 14:37:03,263 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,263 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,263 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,263 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,263 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,265 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,266 - DEBUG - Pearson correlation between conflict intensities: 0.38954462558783226
2024-10-14 14:37:03,266 - DEBUG - Conflict_base length: 44, Conflict_other length: 44
2024-10-14 14:37:03,266 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,267 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,267 - DEBUG - Calculated distance: 0.9617646844721102
2024-10-14 14:37:03,267 - DEBUG - Returning analysis result for aden, al dhale'e, tomatoes
2024-10-14 14:37:03,267 - DEBUG - Found 47 common dates for aden and al dhale'e on wheat
2024-10-14 14:37:03,267 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,267 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,267 - DEBUG - Pearson correlation between conflict intensities: 0.30887498449206824
2024-10-14 14:37:03,267 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,267 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,267 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,267 - DEBUG - Returning analysis result for aden, al jawf, beans (kidney red)
2024-10-14 14:37:03,267 - DEBUG - Found 47 common dates for aden and al jawf on beans (white)
2024-10-14 14:37:03,267 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,267 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,267 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,268 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,268 - DEBUG - Pearson correlation between conflict intensities: 0.36104398308790586
2024-10-14 14:37:03,268 - DEBUG - Pearson correlation between conflict intensities: 0.38954462558783226
2024-10-14 14:37:03,269 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,268 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,269 - DEBUG - Pearson correlation between conflict intensities: 0.36104398308790586
2024-10-14 14:37:03,269 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,269 - DEBUG - Returning analysis result for aden, al jawf, fuel (petrol-gasoline)
2024-10-14 14:37:03,269 - DEBUG - Found 47 common dates for aden and al jawf on lentils
2024-10-14 14:37:03,269 - DEBUG - Calculated distance: 0.9617646844721102
2024-10-14 14:37:03,269 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,269 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,269 - DEBUG - Returning analysis result for aden, al dhale'e, exchange rate (unofficial)
2024-10-14 14:37:03,269 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,269 - DEBUG - Returning analysis result for aden, al jawf, wheat
2024-10-14 14:37:03,270 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,270 - DEBUG - Found 47 common dates for aden and al jawf on wheat flour
2024-10-14 14:37:03,270 - DEBUG - Found 47 common dates for aden and al dhale'e on fuel (diesel)
2024-10-14 14:37:03,270 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,270 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,270 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,270 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,270 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,270 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,270 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,270 - DEBUG - Pearson correlation between conflict intensities: 0.36104398308790586
2024-10-14 14:37:03,270 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,270 - DEBUG - Returning analysis result for aden, al jawf, beans (white)
2024-10-14 14:37:03,270 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,270 - DEBUG - Found 47 common dates for aden and al jawf on eggs
2024-10-14 14:37:03,270 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,271 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,271 - DEBUG - Pearson correlation between conflict intensities: 0.558931494518635
2024-10-14 14:37:03,271 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,271 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,271 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,271 - DEBUG - Calculated distance: 2.883925272877344
2024-10-14 14:37:03,272 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,271 - DEBUG - Returning analysis result for aden, al hudaydah, milling cost (wheat)
2024-10-14 14:37:03,272 - DEBUG - Found 47 common dates for aden and al hudaydah on oil (vegetable)
2024-10-14 14:37:03,272 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,272 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,272 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,272 - DEBUG - Pearson correlation between conflict intensities: 0.36104398308790586
2024-10-14 14:37:03,273 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,273 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,273 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,274 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,274 - DEBUG - Returning analysis result for aden, al jawf, lentils
2024-10-14 14:37:03,275 - DEBUG - Found 46 common dates for aden and al jawf on milling cost (wheat)
2024-10-14 14:37:03,275 - DEBUG - Pearson correlation between conflict intensities: 0.38954462558783226
2024-10-14 14:37:03,275 - DEBUG - Price_i length: 46, Price_j length: 46
2024-10-14 14:37:03,275 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,275 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,275 - DEBUG - Calculated valid price differentials: 46 pairs
2024-10-14 14:37:03,275 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,275 - DEBUG - Calculated distance: 0.9617646844721102
2024-10-14 14:37:03,275 - DEBUG - Returning analysis result for aden, al dhale'e, fuel (diesel)
2024-10-14 14:37:03,275 - DEBUG - Pearson correlation between conflict intensities: 0.38954462558783226
2024-10-14 14:37:03,275 - DEBUG - Found 47 common dates for aden and al dhale'e on fuel (gas)
2024-10-14 14:37:03,275 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,275 - DEBUG - Calculated distance: 0.9617646844721102
2024-10-14 14:37:03,275 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,275 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,275 - DEBUG - Returning analysis result for aden, al dhale'e, wheat
2024-10-14 14:37:03,275 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,275 - DEBUG - Pearson correlation between conflict intensities: 0.36104398308790586
2024-10-14 14:37:03,275 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,276 - DEBUG - Found 47 common dates for aden and al dhale'e on wheat flour
2024-10-14 14:37:03,276 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,276 - DEBUG - Returning analysis result for aden, al jawf, wheat flour
2024-10-14 14:37:03,276 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,276 - DEBUG - Found 44 common dates for aden and al maharah on beans (kidney red)
2024-10-14 14:37:03,276 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,276 - DEBUG - Pearson correlation between conflict intensities: 0.36104398308790586
2024-10-14 14:37:03,276 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,277 - DEBUG - Returning analysis result for aden, al jawf, eggs
2024-10-14 14:37:03,277 - DEBUG - Found 47 common dates for aden and al jawf on exchange rate (unofficial)
2024-10-14 14:37:03,277 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,277 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,277 - DEBUG - Price_i length: 44, Price_j length: 44
2024-10-14 14:37:03,277 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,277 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,277 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,277 - DEBUG - Calculated valid price differentials: 44 pairs
2024-10-14 14:37:03,277 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,277 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,277 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,278 - DEBUG - Conflict_base length: 46, Conflict_other length: 46
2024-10-14 14:37:03,278 - DEBUG - Pearson correlation between conflict intensities: 0.3611445024381405
2024-10-14 14:37:03,278 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,278 - DEBUG - Returning analysis result for aden, al jawf, milling cost (wheat)
2024-10-14 14:37:03,278 - DEBUG - Found 47 common dates for aden and al jawf on oil (vegetable)
2024-10-14 14:37:03,279 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,279 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,279 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,279 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,279 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,279 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,279 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,279 - DEBUG - Pearson correlation between conflict intensities: 0.36104398308790586
2024-10-14 14:37:03,279 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,279 - DEBUG - Returning analysis result for aden, al jawf, exchange rate (unofficial)
2024-10-14 14:37:03,280 - DEBUG - Found 47 common dates for aden and al jawf on fuel (diesel)
2024-10-14 14:37:03,280 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,280 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,280 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,280 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,280 - DEBUG - Pearson correlation between conflict intensities: 0.38954462558783226
2024-10-14 14:37:03,280 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,280 - DEBUG - Calculated distance: 0.9617646844721102
2024-10-14 14:37:03,280 - DEBUG - Returning analysis result for aden, al dhale'e, wheat flour
2024-10-14 14:37:03,280 - DEBUG - Found 44 common dates for aden and al hudaydah on beans (kidney red)
2024-10-14 14:37:03,280 - DEBUG - Price_i length: 44, Price_j length: 44
2024-10-14 14:37:03,280 - DEBUG - Calculated valid price differentials: 44 pairs
2024-10-14 14:37:03,280 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,280 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,280 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,281 - DEBUG - Pearson correlation between conflict intensities: 0.5589560403426425
2024-10-14 14:37:03,281 - DEBUG - Pearson correlation between conflict intensities: 0.36104398308790586
2024-10-14 14:37:03,281 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,281 - DEBUG - Returning analysis result for aden, al jawf, oil (vegetable)
2024-10-14 14:37:03,281 - DEBUG - Calculated distance: 2.883925272877344
2024-10-14 14:37:03,281 - DEBUG - Found 47 common dates for aden and al jawf on onions
2024-10-14 14:37:03,281 - DEBUG - Returning analysis result for aden, al hudaydah, oil (vegetable)
2024-10-14 14:37:03,281 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,281 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,281 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,281 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,281 - DEBUG - Found 47 common dates for aden and al hudaydah on onions
2024-10-14 14:37:03,281 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,281 - DEBUG - Pearson correlation between conflict intensities: 0.38954462558783226
2024-10-14 14:37:03,281 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,281 - DEBUG - Calculated distance: 0.9617646844721102
2024-10-14 14:37:03,282 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,282 - DEBUG - Returning analysis result for aden, al dhale'e, fuel (gas)
2024-10-14 14:37:03,282 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,282 - DEBUG - Found 47 common dates for aden and al dhale'e on fuel (petrol-gasoline)
2024-10-14 14:37:03,282 - DEBUG - Conflict_base length: 44, Conflict_other length: 44
2024-10-14 14:37:03,282 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,282 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,282 - DEBUG - Conflict_base length: 44, Conflict_other length: 44
2024-10-14 14:37:03,282 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,282 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,283 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,283 - DEBUG - Pearson correlation between conflict intensities: 0.5245723609095567
2024-10-14 14:37:03,283 - DEBUG - Pearson correlation between conflict intensities: 0.15856976669579087
2024-10-14 14:37:03,284 - DEBUG - Calculated distance: 7.9389335999577195
2024-10-14 14:37:03,284 - DEBUG - Returning analysis result for aden, al maharah, beans (kidney red)
2024-10-14 14:37:03,284 - DEBUG - Found 47 common dates for aden and al maharah on beans (white)
2024-10-14 14:37:03,283 - DEBUG - Calculated distance: 2.883925272877344
2024-10-14 14:37:03,284 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,284 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,284 - DEBUG - Pearson correlation between conflict intensities: 0.36104398308790586
2024-10-14 14:37:03,284 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,284 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,284 - DEBUG - Returning analysis result for aden, al hudaydah, beans (kidney red)
2024-10-14 14:37:03,284 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,284 - DEBUG - Returning analysis result for aden, al jawf, fuel (diesel)
2024-10-14 14:37:03,284 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,284 - DEBUG - Found 47 common dates for aden and al maharah on onions
2024-10-14 14:37:03,284 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,284 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,284 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,284 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,284 - DEBUG - Pearson correlation between conflict intensities: 0.36104398308790586
2024-10-14 14:37:03,284 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,284 - DEBUG - Returning analysis result for aden, al jawf, onions
2024-10-14 14:37:03,285 - DEBUG - Found 47 common dates for aden and al mahwit on exchange rate (unofficial)
2024-10-14 14:37:03,285 - DEBUG - Found 47 common dates for aden and al jawf on potatoes
2024-10-14 14:37:03,285 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,285 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,285 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,285 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,285 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,285 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,286 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,286 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,286 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,286 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,287 - DEBUG - Pearson correlation between conflict intensities: 0.1966679169251098
2024-10-14 14:37:03,287 - DEBUG - Calculated distance: 7.9389335999577195
2024-10-14 14:37:03,287 - DEBUG - Returning analysis result for aden, al maharah, onions
2024-10-14 14:37:03,287 - DEBUG - Found 47 common dates for aden and al maharah on potatoes
2024-10-14 14:37:03,287 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,287 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,287 - DEBUG - Pearson correlation between conflict intensities: 0.1966679169251098
2024-10-14 14:37:03,287 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,287 - DEBUG - Calculated distance: 7.9389335999577195
2024-10-14 14:37:03,287 - DEBUG - Pearson correlation between conflict intensities: 0.36104398308790586
2024-10-14 14:37:03,287 - DEBUG - Returning analysis result for aden, al maharah, beans (white)
2024-10-14 14:37:03,287 - DEBUG - Calculated distance: 3.3925316495486437
2024-10-14 14:37:03,287 - DEBUG - Found 47 common dates for aden and al maharah on eggs
2024-10-14 14:37:03,287 - DEBUG - Returning analysis result for aden, al jawf, potatoes
2024-10-14 14:37:03,287 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,287 - DEBUG - Found 47 common dates for aden and al jawf on rice (imported)
2024-10-14 14:37:03,287 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,287 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,287 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,287 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,287 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,287 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,288 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,288 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,288 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,288 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,288 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,288 - DEBUG - Pearson correlation between conflict intensities: 0.5589560403426425
2024-10-14 14:37:03,288 - DEBUG - Calculated distance: 2.883925272877344
2024-10-14 14:37:03,288 - DEBUG - Returning analysis result for aden, al hudaydah, onions
2024-10-14 14:37:03,288 - DEBUG - Found 47 common dates for aden and al hudaydah on potatoes
2024-10-14 14:37:03,288 - DEBUG - Pearson correlation between conflict intensities: 0.38954462558783226
2024-10-14 14:37:03,288 - DEBUG - Price_i length: 47, Price_j length: 47
2024-10-14 14:37:03,288 - DEBUG - Calculated distance: 0.9617646844721102
2024-10-14 14:37:03,288 - DEBUG - Calculated valid price differentials: 47 pairs
2024-10-14 14:37:03,288 - DEBUG - Returning analysis result for aden, al dhale'e, fuel (petrol-gasoline)
2024-10-14 14:37:03,288 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,288 - DEBUG - Found 46 common dates for aden and al dhale'e on lentils
2024-10-14 14:37:03,288 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,288 - DEBUG - Price_i length: 46, Price_j length: 46
2024-10-14 14:37:03,288 - DEBUG - Calculated valid price differentials: 46 pairs
2024-10-14 14:37:03,289 - DEBUG - Running stationarity tests
2024-10-14 14:37:03,289 - DEBUG - Converted NumPy array to pandas Series for stationarity tests.
2024-10-14 14:37:03,289 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,290 - DEBUG - Conflict_base length: 47, Conflict_other length: 47
2024-10-14 14:37:03,290 - DEBUG - Conflict_base length: 46, Conflict_other length: 46
2024-10-14 14:37:03,290 - DEBUG - Pearson correlation between conflict intensities: 0.1966679169251098
2024-10-14 14:37:03,290 - DEBUG - Calculated distance: 7.9389335999577195
2024-10-14 14:37:03,290 - DEBUG - Returning analysis result for aden, al maharah, eggs
2024-10-14 14:37:03,290 - DEBUG - Found 47 common dates for aden and al maharah on exchange rate (unofficial)
